              x	              y	              z	           time	in	                  A	
              4	            8.5	           11.5	             40	 1	   4.7411096205e-04	
              8	            8.5	           11.5	             40	 1	   6.8502436680e-04	
             12	            8.5	           11.5	             40	 1	   5.3626810385e-04	
             16	            8.5	           11.5	             40	 1	   3.0422448096e-04	
             20	            8.5	           11.5	             40	 1	   1.4033655887e-04	
             24	            8.5	           11.5	             40	 1	   5.5938960559e-05	
             28	            8.5	           11.5	             40	 1	   1.9992055049e-05	
             32	            8.5	           11.5	             40	 1	   6.5645101358e-06	
             36	            8.5	           11.5	             40	 1	   2.0145492523e-06	
             40	            8.5	           11.5	             40	 1	   5.8507495967e-07	
             44	            8.5	           11.5	             40	 1	   1.6232877182e-07	
             48	            8.5	           11.5	             40	 1	   4.3340391441e-08	
             52	            8.5	           11.5	             40	 1	   1.1199465106e-08	
             56	            8.5	           11.5	             40	 1	   2.8138950886e-09	
             60	            8.5	           11.5	             40	 1	   6.9000027808e-10	
             64	            8.5	           11.5	             40	 1	   1.6563678583e-10	
             68	            8.5	           11.5	             40	 1	   3.9024072533e-11	
             72	            8.5	           11.5	             40	 1	   9.0416987161e-12	
             76	            8.5	           11.5	             40	 1	   2.0619183061e-12	
             80	            8.5	           11.5	             40	 1	   4.6234179904e-13	
             84	            8.5	           11.5	             40	 1	   9.9869918692e-14	
             88	            8.5	           11.5	             40	 1	   1.9593434163e-14	
             92	            8.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            8.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            8.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            9.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            9.5	           11.5	             40	 1	   1.5320020579e-03	
              8	            9.5	           11.5	             40	 1	   2.0256745809e-03	
             12	            9.5	           11.5	             40	 1	   1.4707071111e-03	
             16	            9.5	           11.5	             40	 1	   7.8113965450e-04	
             20	            9.5	           11.5	             40	 1	   3.3990767837e-04	
             24	            9.5	           11.5	             40	 1	   1.2861138134e-04	
             28	            9.5	           11.5	             40	 1	   4.3864779814e-05	
             32	            9.5	           11.5	             40	 1	   1.3808876510e-05	
             36	            9.5	           11.5	             40	 1	   4.0792314792e-06	
             40	            9.5	           11.5	             40	 1	   1.1444273686e-06	
             44	            9.5	           11.5	             40	 1	   3.0767885905e-07	
             48	            9.5	           11.5	             40	 1	   7.9820211750e-08	
             52	            9.5	           11.5	             40	 1	   2.0090584496e-08	
             56	            9.5	           11.5	             40	 1	   4.9274068935e-09	
             60	            9.5	           11.5	             40	 1	   1.1817159801e-09	
             64	            9.5	           11.5	             40	 1	   2.7792236052e-10	
             68	            9.5	           11.5	             40	 1	   6.4250740850e-11	
             72	            9.5	           11.5	             40	 1	   1.4628904532e-11	
             76	            9.5	           11.5	             40	 1	   3.2844579754e-12	
             80	            9.5	           11.5	             40	 1	   7.2622354219e-13	
             84	            9.5	           11.5	             40	 1	   1.5528623205e-13	
             88	            9.5	           11.5	             40	 1	   3.1460220887e-14	
             92	            9.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            9.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            9.5	           11.5	             40	 1	   0.0000000000e+00	
              0	           10.5	           11.5	             40	 1	   0.0000000000e+00	
              4	           10.5	           11.5	             40	 1	   4.7451991432e-03	
              8	           10.5	           11.5	             40	 1	   5.7037294040e-03	
             12	           10.5	           11.5	             40	 1	   3.8245292901e-03	
             16	           10.5	           11.5	             40	 1	   1.8970204943e-03	
             20	           10.5	           11.5	             40	 1	   7.7761783857e-04	
             24	           10.5	           11.5	             40	 1	   2.7914628890e-04	
             28	           10.5	           11.5	             40	 1	   9.0866371359e-05	
             32	           10.5	           11.5	             40	 1	   2.7439852449e-05	
